순위,이름,거래 점수,거래량(24시간),평균 유동성,주별 방문,#마켓,#코인,지원 화폐,거래량 그래프(7일)
1,Binance1,9.9,"₩31,877,626,092,4861.85%",748,"26,967,204",1420,385,"AED, ARS, AUDand +43 more",
2,Coinbase Exchange2,8.9,"₩5,194,992,547,6392.18%",635,"2,915,085",297,98,"USD, EUR, GBP",
3,Huobi Global3,8.5,"₩8,812,687,727,25416.79%",688,"907,660",936,344,"ALL, AUD, BRLand +47 more",
4,FTX4,8.5,"₩2,613,117,385,50018.33%",609,"2,415,690",510,246,"USD, EUR, GBPand +7 more",
5,KuCoin5,8.4,"₩1,898,812,605,35513.82%",514,"1,446,259",864,431,--,
6,Kraken6,8.3,"₩1,132,290,894,27420.32%",651,"1,973,798",345,86,"USD, EUR, GBPand +4 more",
7,Bitfinex7,8.2,"₩1,270,805,511,65848.07%",582,"804,618",312,150,"USD, EUR, GBPand +1 more",
8,Binance.US8,8.1,"₩959,421,879,2822.07%",444,"759,273",117,60,USD,
9,Bithumb9,8.0,"₩1,501,556,605,2974.74%",305,"606,261",254,184,KRW,
10,Gate.io10,7.9,"₩810,193,279,0159.54%",405,"2,087,496",1515,858,"KRW, EUR",
,Bitstamp,
,Coinone,
,Gemini,
,FTX US,
,Poloniex,
,bitFlyer,
,Bittrex,
,OKEx,
,Liquid,
,Crypto.com Exchange,
,Bybit,
,Korbit,
,Coincheck,
,AscendEX (Bitmax),
,WazirX,
,Zaif,
,Huobi Korea,
,Tokocrypto,
,Indodax,
,Upbit,
,ProBit,
,ProBit Global,
,Okcoin,
,ZB.COM,
,eToroX,
,Blockchain.com,
,LBank,
,BtcTurk | Pro,
,XT.COM,
,WOO Network,
,Coinlist Pro,
,Paribu,
,Bithumb Global,
,GokuMarket,
,Bitvavo,
,Bitbank,
,AAX,
,CoinEx,
,CoinDCX,
,Bitkub,
,Currency.com,
,Bitfront,
,CEX.IO,
,Bitexen,
,Dex-Trade,
,EXMO,
,Coinbit,
,itBit,
,BITEXLIVE,
,Luno,
,EQONEX,
,Coinsbit,
,ExMarkets,
,GOPAX,
,KickEX,
,BitWell,
,HitBTC,
,CoinFLEX,
,Zipmex,
,Azbit,
,Pionex,
,Cryptology,
,BigONE,
,Bitbns,
,Paritex,
,AOFEX,
,Rekeningku.com,
,B2BX,
,Bitso,
,ZebPay,
,MAX Exchange,
,CoinMetro,
,DigiFinex,
,Bitrue,
,BankCEX,
,Bitay,
,Alterdice,
,Huobi Indonesia,
,CoinBene,
,CrossTower,
,AEX,
,WhiteBIT,
,LATOKEN,
,Hanbitco,
,NovaDAX,
,BTC Markets,
,Mercado Bitcoin,
,Coinfloor,
,Folgory,
,Independent Reserve,
,Finexbox,
,MEXC,
,Bitpanda Pro,
,50x,
,BitForex,
,Jubi,
,GDAC,
,Hotbit,
,Polyx,
,NiceHash,
,CoinZoom,
,LocalTrade,
,CoinJar,
,Coinzo,
,Coindeal,
,Bitcoin.com Exchange,
,Resfinex,
,Coineal,
,Hoo,
,FOBLGATE,
,bit4you,
,ACE,
,Omgfin,
,BitMart,
,Crex24,
,IndoEx,
,Nominex,
,ZT,
,Decoin,
,Cryptonex,
,Satang Pro,
,FarhadMarket,
,Lykke Exchange,
,Felixo,
,Kuna,
,The Rock Trading,
,Cat.Ex,
,Dcoin,
,Dsdaq,
,EXIR,
,TimeX,
,BitBay,
,CoinMate,
,BTC-Alpha,
,Narkasa,
,P2PB2B,
,Coinsuper,
,Mexo Exchange,
,Changelly PRO,
,CoinTiger,
,CoinField,
,Bibox,
,APROBIT,
,Bitvast,
,PayBito,
,BHEX (BlueHelix Exchange),
,BitUBU,
,VinDAX,
,Bitsten,
,Crypterum,
,BTCBOX,
,Giottus,
,Dove Wallet,
,Aryana,
,Tokenize Xchange,
,COREDAX,
,Biconomy,
,Txbit,
,OceanEx,
,Binance JEX,
,BTSE,
,StakeCube,
,Bitribe,
,BitZ,
,Virtuse Exchange,
,Paymium,
,Bidesk,
,Triv Pro,
,digitalexchange.id,
,Globitex,
,CoinW,
,TOKOK,
,STEX,
,Graviex,
,ChainX,
,BTC-exchange,
,SouthXchange,
,SecondBTC,
,Tokenomy,
,ABCC,
,Bitget,
,Coinut,
,Beaxy,
,DragonEX,
,Mercatox,
,Hotcoin Global,
,Artis Turba,
,BW.com,
,ATAIX,
,Flybit,
,Tidex,
,BTC Trade UA,
,Chiliz,
,CoinFalcon,
,YoBit,
,Koinim,
,CryptoMarket,
,SafeTrade,
,Prizmbit,
,qTrade,
,LCX Exchange,
,ZG.com,
,HCoin,
,HOTBIT KOREA,
,Coingi,
,CRXzone,
,BitClude,
,BITEXBOOK,
,EXX,
,Xcalibra,
,Namebase,
,Ecxx,
,CBX,
,FreiExchange,
,RuDEX,
,SINEGY Marketplace,
,Fatbtc,
,COSS,
,BiKi,
,Bleutrade,
,BITStorage,
,Bgogo,
,LOEx,
,C-Patex,
,BiONE,
,CROSS exchange,
,WBF Exchange,
,OTCBTC,
,Bvnex,
,ZBG,
,Deepcoin,
,Bitex.la,
,BitMEX,
,Deribit,
,Phemex,
,Compound,
,Delta Exchange,
,Bithumb Singapore,
,Altcoin Trader,
,TradeOgre,
,Buda,
,Venus,
,Aave,
,LiteBit.eu,
,VALR,
,Ubeswap,
,Bitbuy,
,StormGain,
,BitoPro,
,BitcoinTrade,
,Paraswap,
,Gatehub,
,Bittylicious,
,Balancer(v2),
,Bitci,
,Bitazza,
,CoinCorner,
,Ripio,
,Bitonic,
,Bitcoiva,
,Kwikswap,
,Bit.com,
,CoinCasso,
,Emirex,
,LuaSwap,
,KULAP,
,ACDX,
,KuSwap,
,Strike Finance,
,Tidebit,
,VELIC,
,Bithesap,
,Koinbazar,
,Capital DEX,
,Exnomy,
,RippleFox,
,TOKENCAN,
,Serenity,
,BQT,
,BitTurk,
,Bingbon,
,BKEX,
,IDCM,
,Exrates,
,VCC Exchange,
,BaseFEX,
,YunEx,
,TOPBTC,
,Bits Blockchain,
,Heat Wallet,
,ISX,
,Unocoin,
,Block DX,
,Put on your metamask!!!,
,ViperSwap,
,Apollox,
